ID,airline,connection,wait
2611,Air China,True,606
2612,Air China,True,144
2613,Air China,True,528
2614,Air China,True,312
2615,Air China,True,127
2616,Air China,True,312
2617,Air China,True,125
2618,Air China,True,707
2619,Air China,True,480
2620,Air China,True,321
2621,Air China,True,135
2622,Air China,True,472
2623,Air China,True,313
2624,Air China,True,468
2625,Air China,True,230
2626,Air China,True,97
2627,Air China,True,99
2628,Air China,True,608
2629,Air China,True,448
2630,Air China,True,348
2631,Air China,True,513
2632,Air China,True,258
2633,Air China,True,243
2634,Air China,True,452
2635,Air China,True,720
2636,Air China,True,210
2637,Air China,True,340
2638,Air China,True,68
2639,Air China,True,417
2640,Air China,True,321
2641,Air China,True,436
2642,Air China,True,646
2643,Air China,True,448
2644,Air China,True,345
2645,Air China,True,407
2646,Air China,True,373
2647,Air China,True,603
2648,Air China,True,375
2649,Air China,True,594
2650,Air China,True,397
2651,Air China,True,505
2652,Air China,True,483
2653,Air China,True,59
2654,Air China,True,160
2655,Air China,True,577
2656,Air China,True,700
2657,Air China,True,270
2658,Air China,True,200
2659,Air China,True,99
2660,Air China,True,551
2661,Air China,True,420
2662,Air China,True,709
2663,Air China,True,665
2664,Air China,True,306
2665,Air China,True,61
2666,Air China,True,132
2667,Air China,True,181
2668,Air China,True,485
2669,Air China,True,290
2670,Air China,True,429
2671,Air China,True,614
2672,Air China,True,652
2673,Air China,True,68
2674,Air China,True,142
2675,Air China,True,358
2676,Air China,True,618
2677,Air China,True,437
2678,Air China,True,109
2679,Air China,True,621
2680,Air China,True,298
2681,Air China,True,516
2682,Air China,True,625
2683,Air China,True,657
2684,Air China,True,605
2685,Air China,True,421
2686,Air China,True,450
2687,Air China,True,469
2688,Air China,True,637
2689,Air China,True,460
2690,Air China,True,144
2691,Air China,True,653
2692,Air China,True,351
2693,Air China,True,675
2694,Air China,True,370
2695,Air China,True,123
2696,Air China,True,695
2697,Air China,True,156
2698,Air China,True,399
2699,Air China,True,105
2700,Air Corsica,True,55
2701,Air Corsica,True,61
2702,Air Corsica,True,338
2703,Air Corsica,True,92
2704,Air Corsica,True,411
2705,Air Corsica,True,214
2706,Air Corsica,True,223
2707,Air Corsica,True,449
2708,Air Corsica,True,79
2709,Air Corsica,True,53
2710,Air Corsica,True,558
2711,Air Corsica,True,563
2712,Air Corsica,True,603
2713,Air Corsica,True,668
2714,Air Corsica,True,187
2715,Air Corsica,True,180
2716,Air Corsica,True,390
2717,Air Corsica,True,372
2718,Air Corsica,True,691
2719,Air Corsica,True,603
2720,Air Corsica,True,137
2721,Air Corsica,True,467
2722,Air Corsica,True,663
2723,Air Corsica,True,307
2724,Air Corsica,True,309
2725,Air Corsica,True,222
2726,Air Corsica,True,402
2727,Air Corsica,True,701
2728,Air Corsica,True,123
2729,Air Corsica,True,274
2730,Air Corsica,True,460
2731,Air Corsica,True,705
2732,Air Corsica,True,461
2733,Air Corsica,True,507
2734,Air Corsica,True,365
2735,Air Corsica,True,453
2736,Air Corsica,True,166
2737,Air Corsica,True,236
2738,Air Corsica,True,337
2739,Air Corsica,True,109
2740,Air Corsica,True,405
2741,Air Corsica,True,300
2742,Air Corsica,True,665
2743,Air Corsica,True,221
2744,Air Corsica,True,434
2745,Air Corsica,True,42
2746,Air Corsica,True,437
2747,Air Corsica,True,535
2748,Air Corsica,True,221
2749,Air Corsica,True,33
2750,Air Corsica,True,512
2751,Air Corsica,True,41
2752,Air Corsica,True,59
2753,Air Corsica,True,55
2754,Air Corsica,True,562
2755,Air Corsica,True,591
2756,Air Corsica,True,594
2757,Air Corsica,True,459
2758,Air Corsica,True,190
2759,Air Corsica,True,582
2760,Air Corsica,True,621
2761,Air Corsica,True,209
2762,Air Corsica,True,484
2763,Air Corsica,True,70
2764,Air Corsica,True,453
2765,Air Corsica,True,531
2766,Air Corsica,True,391
2767,Air Corsica,True,55
2768,Air Corsica,True,214
2769,Air Corsica,True,538
2770,Air Corsica,True,586
2771,Air Corsica,True,395
2772,Air Corsica,True,419
2773,Air Corsica,True,264
2774,Air Corsica,True,139
2775,Air Corsica,True,704
2776,Air Corsica,True,433
2777,Air Corsica,True,320
2778,Air Corsica,True,62
2779,Air Corsica,True,603
2780,Air Corsica,True,119
2781,Air Corsica,True,458
2782,Air Corsica,True,609
2783,Air Corsica,True,404
2784,Air Corsica,True,451
2785,Air Corsica,True,429
2786,Air Corsica,True,50
2787,Air Corsica,True,477
2788,Air Corsica,True,424
2789,Air Corsica,True,80
2790,Air Corsica,True,550
2791,Air Corsica,True,409
2792,Air Corsica,True,601
2793,Air Corsica,True,458
2794,Air Corsica,True,456
2795,Air Corsica,True,478
2796,Air Corsica,True,619
2797,Air Corsica,True,546
2798,Air Corsica,True,672
2799,Air Corsica,True,640
2800,Air Corsica,True,696
2801,Air Corsica,True,426
2802,Air Corsica,True,197
2803,Air Corsica,True,85
2804,Air Corsica,True,648
2805,Air Corsica,True,578
2806,Air Corsica,True,237
2807,Air Corsica,True,717
2808,Air Corsica,True,380
2809,Air Corsica,True,118
2810,Air Corsica,True,512
2811,Air Corsica,True,50
2812,Air Corsica,True,533
2813,Air Corsica,True,334
2814,Air Corsica,True,329
2815,Air Corsica,True,553
2816,Air Corsica,True,682
2817,Air Corsica,True,43
2818,Air Corsica,True,551
2819,Air Corsica,True,190
2820,Air Corsica,True,613
2821,Air Corsica,True,146
2822,Air Corsica,True,313
2823,Air Corsica,True,105
2824,Air Corsica,True,626
2825,Air Corsica,True,239
2826,Air Corsica,True,198
2827,Air Corsica,True,673
2828,Air Corsica,True,123
2829,Air Corsica,True,102
2830,Air Corsica,True,382
2831,Air Corsica,True,659
2832,Air Corsica,True,535
2833,Air Corsica,True,290
2834,Air Corsica,True,192
2835,Air Corsica,True,273
2836,Air Corsica,True,312
2837,Air Corsica,True,444
2838,Air Corsica,True,661
2839,Air Corsica,True,459
2840,Air Corsica,True,171
2841,Air Corsica,True,162
2842,Air Corsica,True,463
2843,Air Corsica,True,232
2844,Air Corsica,True,615
2845,Air Corsica,True,439
2846,Air Corsica,True,393
2847,Air Corsica,True,284
2848,Air Corsica,True,609
2849,Air Corsica,True,642
2850,Air Corsica,True,193
2851,Air Corsica,True,406
2852,Air Corsica,True,313
2853,Air Corsica,True,329
2854,Air Corsica,True,682
2855,Air Corsica,True,313
2856,Air Corsica,True,43
2857,Air Corsica,True,600
2858,Air Corsica,True,249
2859,Air Corsica,True,527
2860,Air Corsica,True,680
2861,Air Corsica,True,508
2862,Air Corsica,True,573
2863,Air Corsica,True,567
2864,Air Corsica,True,497
2865,Air Corsica,True,354
2866,Air Corsica,True,83
2867,Air Corsica,True,258
2868,Air Corsica,True,267
2869,Air Corsica,True,91
2870,Air Corsica,True,195
2871,Air Corsica,True,84
2872,Air Corsica,True,580
2873,Air Corsica,True,407
2874,Air Corsica,True,350
2875,Air Corsica,True,130
2876,Air Corsica,True,675
2877,Air Corsica,True,333
2878,Air Corsica,True,557
2879,Air Corsica,True,240
2880,Air Corsica,True,694
2881,Air Corsica,True,531
2882,Air Corsica,True,716
2883,Air Corsica,True,144
2884,Air Corsica,True,67
2885,Air Corsica,True,31
2886,Air Corsica,True,31
2887,Air Corsica,True,47
2888,Air Corsica,True,244
2889,Air Corsica,True,584
2890,Air Dolomiti,True,305
2891,Air Dolomiti,True,703
2892,Air Dolomiti,True,545
2893,Air Dolomiti,True,298
2894,Air Dolomiti,True,151
2895,Air Dolomiti,True,632
2896,Air Dolomiti,True,456
2897,Air Dolomiti,True,329
2898,Air Dolomiti,True,445
2899,Air Dolomiti,True,284
2900,Air Dolomiti,True,36
2901,Air Dolomiti,True,614
2902,Air Dolomiti,True,605
2903,Air Dolomiti,True,451
2904,Air Dolomiti,True,409
2905,Air Dolomiti,True,649
2906,Air Dolomiti,True,642
2907,Air Dolomiti,True,88
2908,Air Dolomiti,True,289
2909,Air Dolomiti,True,180
2910,Air Dolomiti,True,606
2911,Air Dolomiti,True,176
2912,Air Dolomiti,True,259
2913,Air Dolomiti,True,368
2914,Air Dolomiti,True,652
2915,Air Dolomiti,True,348
2916,Air Dolomiti,True,283
2917,Air Dolomiti,True,426
2918,Air Dolomiti,True,128
2919,Air Dolomiti,True,248
2920,Air Dolomiti,True,613
2921,Air Dolomiti,True,504
2922,Air Dolomiti,True,239
2923,Air Dolomiti,True,434
2924,Air Dolomiti,True,461
2925,Air Dolomiti,True,388
2926,Air Dolomiti,True,160
2927,Air Dolomiti,True,213
2928,Air Dolomiti,True,343
2929,Air Dolomiti,True,200
2930,Air Dolomiti,True,675
2931,Air Dolomiti,True,131
2932,Air Dolomiti,True,305
2933,Air Dolomiti,True,64
2934,Air Dolomiti,True,573
2935,Air Dolomiti,True,394
2936,Air Dolomiti,True,345
2937,Air Dolomiti,True,673
2938,Air Dolomiti,True,406
2939,Air Dolomiti,True,461
2940,Air Dolomiti,True,125
2941,Air Dolomiti,True,192
2942,Air Dolomiti,True,183
2943,Air Dolomiti,True,451
2944,Air Dolomiti,True,496
2945,Air Dolomiti,True,116
2946,Air Dolomiti,True,113
2947,Air Dolomiti,True,457
2948,Air Dolomiti,True,160
2949,Air Dolomiti,True,54
2950,Air Dolomiti,True,497
2951,Air Dolomiti,True,44
2952,Air Dolomiti,True,236
2953,Air Dolomiti,True,493
2954,Air Dolomiti,True,660
2955,Air Dolomiti,True,248
2956,Air Dolomiti,True,545
2957,Air Dolomiti,True,510
2958,Air Dolomiti,True,655
2959,Air Dolomiti,True,451
2960,Air Dolomiti,True,714
2961,Air Dolomiti,True,76
2962,Air Dolomiti,True,60
2963,Air Dolomiti,True,380
2964,Air Dolomiti,True,219
2965,Air Dolomiti,True,79
2966,Air Dolomiti,True,134
2967,Air Dolomiti,True,578
2968,Air Dolomiti,True,501
2969,Air Dolomiti,True,280
2970,Air Dolomiti,True,361
2971,Air Dolomiti,True,354
2972,Air Dolomiti,True,197
2973,Air Dolomiti,True,610
2974,Air Dolomiti,True,561
2975,Air Dolomiti,True,563
2976,Air Dolomiti,True,581
2977,Air Dolomiti,True,652
2978,Air Dolomiti,True,336
2979,Air Dolomiti,True,449
2980,Air Dolomiti,True,107
2981,Air Dolomiti,True,91
2982,Air Dolomiti,True,644
2983,Air Dolomiti,True,225
2984,Air Dolomiti,True,691
2985,Air Dolomiti,True,653
2986,Air Dolomiti,True,496
2987,Air Dolomiti,True,73
2988,Air Dolomiti,True,707
2989,Air Dolomiti,True,708
2990,Air Dolomiti,True,347
2991,Air Dolomiti,True,638
2992,Air Dolomiti,True,204
2993,Air Dolomiti,True,100
2994,Air Dolomiti,True,538
2995,Air Dolomiti,True,703
2996,Air Dolomiti,True,423
2997,Air Dolomiti,True,154
2998,Air Dolomiti,True,311
2999,Air Dolomiti,True,602
3000,Air Dolomiti,True,615
3001,Air Dolomiti,True,190
3002,Air Dolomiti,True,508
3003,Air Dolomiti,True,618
3004,Air Dolomiti,True,428
3005,Air Dolomiti,True,636
3006,Air Dolomiti,True,63
3007,Air Dolomiti,True,102
3008,Air Dolomiti,True,307
3009,Air Dolomiti,True,291
3010,Air Dolomiti,True,32
3011,Air Dolomiti,True,443
3012,Air Dolomiti,True,132
3013,Air Dolomiti,True,316
3014,Air Dolomiti,True,593
3015,Air Dolomiti,True,219
3016,Air Dolomiti,True,468
3017,Air Dolomiti,True,582
3018,Air Dolomiti,True,644
3019,Air Dolomiti,True,402
3020,Air Dolomiti,True,297
3021,Air Dolomiti,True,260
3022,Air Dolomiti,True,693
3023,Air Dolomiti,True,150
3024,Air Dolomiti,True,479
3025,Air Dolomiti,True,341
3026,Air Dolomiti,True,365
3027,Air Dolomiti,True,92
3028,Air Dolomiti,True,375
3029,Air Dolomiti,True,431
3030,Air Dolomiti,True,42
3031,Air Dolomiti,True,468
3032,Air Dolomiti,True,670
3033,Air Dolomiti,True,264
3034,Air Dolomiti,True,77
3035,Air Dolomiti,True,676
3036,Air Dolomiti,True,713
3037,Air Dolomiti,True,36
3038,Air Dolomiti,True,573
3039,Air Dolomiti,True,467
3040,Air Dolomiti,True,425
3041,Air Dolomiti,True,596
3042,Air Dolomiti,True,594
3043,Air Dolomiti,True,303
3044,Air Dolomiti,True,30
3045,Air Dolomiti,True,337
3046,Air Dolomiti,True,96
3047,Air Dolomiti,True,522
3048,Air Dolomiti,True,180
3049,Air Dolomiti,True,475
3050,Air Dolomiti,True,672
3051,Air Europa,True,568
3052,Air Europa,True,227
3053,Air Europa,True,230
3054,Air Europa,True,580
3055,Air Europa,True,42
3056,Air Europa,True,661
3057,Air Europa,True,234
3058,Air Europa,True,528
3059,Air Europa,True,33
3060,Air Europa,True,660
3061,Air Europa,True,435
3062,Air Europa,True,637
3063,Air Europa,True,196
3064,Air Europa,True,428
3065,Air Europa,True,40
3066,Air Europa,True,74
3067,Air Europa,True,593
3068,Air Europa,True,239
3069,Air Europa,True,464
3070,Air Europa,True,494
3071,Air Europa,True,100
3072,Air Europa,True,460
3073,Air Europa,True,508
3074,Air Europa,True,61
3075,Air Europa,True,458
3076,Air Europa,True,288
3077,Air Europa,True,642
3078,Air Europa,True,671
3079,Air Europa,True,546
3080,Air Europa,True,544
3081,Air Europa,True,668
3082,Air Europa,True,286
3083,Air Europa,True,573
3084,Air Europa,True,365
3085,Air Europa,True,385
3086,Air Europa,True,355
3087,Air Europa,True,199
3088,Air Europa,True,629
3089,Air Europa,True,217
3090,Air Europa,True,720
3091,Air Europa,True,362
3092,Air Europa,True,699
3093,Air Europa,True,147
3094,Air Europa,True,684
3095,Air Europa,True,45
3096,Air Europa,True,554
3097,Air Europa,True,549
3098,Air Europa,True,455
3099,Air Europa,True,108
3100,Air Europa,True,271
3101,Air Europa,True,89
3102,Air Europa,True,54
3103,Air Europa,True,276
3104,Air Europa,True,650
3105,Air Europa,True,38
3106,Air Europa,True,63
3107,Air Europa,True,336
3108,Air Europa,True,196
3109,Air Europa,True,244
3110,Air Europa,True,206
3111,Air Europa,True,115
3112,Air Europa,True,396
3113,Air Europa,True,322
3114,Air Europa,True,63
3115,Air Europa,True,397
3116,Air Europa,True,582
3117,Air Europa,True,600
3118,Air Europa,True,534
3119,Air Europa,True,598
3120,Air Europa,True,454
3121,Air Europa,True,189
3122,Air Europa,True,715
3123,Air Europa,True,601
3124,Air Europa,True,291
3125,Air Europa,True,413
3126,Air Europa,True,427
3127,Air Europa,True,165
3128,Air Europa,True,398
3129,Air Europa,True,80
3130,Air Europa,True,321
3131,Air Europa,True,382
3132,Air Europa,True,615
3133,Air Europa,True,600
3134,Air Europa,True,510
3135,Air Europa,True,265
3136,Air Europa,True,696
3137,Air Europa,True,569
3138,Air Europa,True,704
3139,Air Europa,True,546
3140,Air Europa,True,414
3141,Air Europa,True,600
3142,Air Europa,True,433
3143,Air Europa,True,113
3144,Air Europa,True,707
3145,Air Europa,True,142
3146,Air Europa,True,641
3147,Air Europa,True,498
3148,Air Europa,True,230
3149,Air Europa,True,272
3150,Air Europa,True,170
3151,Air Europa,True,228
3152,Air Europa,True,328
3153,Air Europa,True,64
3154,Air Europa,True,173
3155,Air Europa,True,111
3156,Air Europa,True,68
3157,Air Europa,True,238
3158,Air Europa,True,648
3159,Air Europa,True,668
3160,Air Europa,True,192
3161,Air Europa,True,172
3162,Air Europa,True,157
3163,Air Europa,True,296
3164,Air Europa,True,91
3165,Air Europa,True,424
3166,Air Europa,True,527
3167,Air Europa,True,151
3168,Air Europa,True,466
3169,Air Europa,True,309
3170,Air Europa,True,584
3171,Air Europa,True,205
3172,Air Europa,True,416
3173,Air Europa,True,183
3174,Air Europa,True,585
3175,Air Europa,True,634
3176,Air Europa,True,622
3177,Air Europa,True,506
3178,Air Europa,True,277
3179,Air Europa,True,349
3180,Air Europa,True,570
3181,Air Europa,True,411
3182,Air Europa,True,587
3183,Air Europa,True,262
3184,Air Europa,True,86
3185,Air Europa,True,303
3186,Air Europa,True,310
3187,Air Europa,True,56
3188,Air Europa,True,55
3189,Air Europa,True,311
3190,Air Europa,True,561
3191,Air Europa,True,669
3192,Air Europa,True,163
3193,Air Europa,True,652
3194,Air Europa,True,720
3195,Air Europa,True,570
3196,Air Europa,True,182
3197,Air Europa,True,501
3198,Air Europa,True,230
3199,Air Europa,True,510
3200,Air Europa,True,288
3201,Air Europa,True,379
3202,Air Europa,True,74
3203,Air Europa,True,138
3204,Air Europa,True,411
3205,Air Europa,True,490
3206,Air Europa,True,662
3207,Air Europa,True,628
3208,Air Europa,True,292
3209,Air Europa,True,372
3210,Air Europa,True,194
3211,Air Europa,True,78
3212,Air Europa,True,323
3213,Air Europa,True,415
3214,Air Europa,True,463
3215,Air Europa,True,585
3216,Air Europa,True,214
3217,Air Europa,True,198
3218,Air Europa,True,236
3219,Air Europa,True,49
3220,Air Europa,True,376
3221,Air Europa,True,263
3222,Air Europa,True,648
3223,Air Europa,True,181
3224,Air Europa,True,367
3225,Air Europa,True,78
3226,Air Europa,True,396
3227,Air Europa,True,512
3228,Air Europa,True,583
3229,Air Europa,True,234
3230,Air Europa,True,275
3231,Air Europa,True,31
3232,Air Europa,True,611
3233,Air Europa,True,499
3234,Air Europa,True,314
3235,Air Europa,True,581
3236,Air Europa,True,136
3237,Air Europa,True,435
3238,Air Europa,True,81
3239,Air Europa,True,105
3240,Air Europa,True,185
3241,Air Europa,True,201
3242,Air Europa,True,237
3243,Air Europa,True,204
3244,Air Europa,True,386
3245,Air Europa,True,271
3246,Air Europa,True,102
3247,Air Europa,True,607
3248,Air France,True,621
3249,Air France,True,212
3250,Air France,True,210
3251,Air France,True,202
3252,Air France,True,601
3253,Air France,True,210
3254,Air France,True,583
3255,Air France,True,649
3256,Air France,True,528
3257,Air France,True,611
3258,Air France,True,634
3259,Air France,True,552
3260,Air France,True,487
3261,Air France,True,521
3262,Air France,True,215
3263,Air France,True,514
3264,Air France,True,676
3265,Air France,True,371
3266,Air France,True,441
3267,Air France,True,503
3268,Air France,True,52
3269,Air France,True,92
3270,Air France,True,259
3271,Air France,True,286
3272,Air France,True,151
3273,Air France,True,315
3274,Air France,True,162
3275,Air France,True,505
3276,Air France,True,54
3277,Air France,True,349
3278,Air France,True,549
3279,Air France,True,115
3280,Air France,True,189
3281,Air France,True,317
3282,Air France,True,527
3283,Air France,True,706
3284,Air France,True,568
3285,Air France,True,351
3286,Air France,True,582
3287,Air France,True,543
3288,Air France,True,441
3289,Air France,True,302
3290,Air France,True,477
3291,Air France,True,622
3292,Air France,True,526
3293,Air France,True,464
3294,Air France,True,551
3295,Air France,True,460
3296,Air France,True,159
3297,Air France,True,427
3298,Air France,True,385
3299,Air France,True,594
3300,Air France,True,456
3301,Air France,True,244
3302,Air France,True,518
3303,Air France,True,184
3304,Air France,True,611
3305,Air France,True,36
3306,Air France,True,515
3307,Air France,True,472
3308,Air France,True,443
3309,Air France,True,262
3310,Air France,True,32
3311,Air France,True,447
3312,Air France,True,209
3313,Air France,True,555
3314,Air France,True,146
3315,Air France,True,689
3316,Air France,True,476
3317,Air France,True,192
3318,Air France,True,221
3319,Air France,True,344
3320,Air France,True,77
3321,Air France,True,419
3322,Air France,True,654
3323,Air France,True,86
3324,Air France,True,238
3325,Air France,True,85
3326,Air France,True,198
3327,Air France,True,597
3328,Air France,True,80
3329,Air France,True,192
3330,Air France,True,33
3331,Air France,True,356
3332,Air France,True,574
3333,Air France,True,645
3334,Air France,True,599
3335,Air France,True,576
3336,Air France,True,538
3337,Air France,True,229
3338,Air France,True,713
3339,Air France,True,70
3340,Air France,True,350
3341,Air France,True,334
3342,Air France,True,677
3343,Air France,True,583
3344,Air France,True,614
3345,Air France,True,68
3346,Air France,True,642
3347,Air France,True,105
3348,Air France,True,100
3349,Air France,True,146
3350,Air France,True,135
3351,Air France,True,613
3352,Air France,True,502
3353,Air France,True,581
3354,Air France,True,93
3355,Air France,True,100
3356,Air France,True,428
3357,Air France,True,555
3358,Air France,True,570
3359,Air France,True,576
3360,Air France,True,348
3361,Air France,True,550
3362,Air France,True,119
3363,Air France,True,662
3364,Air France,True,237
3365,Air France,True,64
3366,Air France,True,463
3367,Air France,True,183
3368,Air France,True,193
3369,Air France,True,232
3370,Air France,True,411
3371,Air France,True,89
3372,Air France,True,532
3373,Air France,True,527
3374,Air France,True,367
3375,Air France,True,244
3376,Air France,True,411
3377,Air France,True,593
3378,Air France,True,451
3379,Air France,True,444
3380,Air France,True,47
3381,Air France,True,590
3382,Air France,True,155
3383,Air France,True,550
3384,Air France,True,696
3385,Air France,True,196
3386,Air France,True,146
3387,Air France,True,42
3388,Air France,True,70
3389,Air France,True,115
3390,Air France,True,275
3391,Air France,True,404
3392,Air France,True,364
3393,Air France,True,220
3394,Air France,True,249
3395,Air France,True,240
3396,Air France,True,256
3397,Air France,True,102
3398,Air France,True,39
3399,Air France,True,39
3400,Air France,True,411
3401,Air France,True,432
3402,Air France,True,426
3403,Air France,True,221
3404,Air France,True,408
3405,Air France,True,717
3406,Air France,True,700
3407,Air France,True,480
3408,Air France,True,554
3409,Air France,True,627
3410,Air France,True,689
3411,Air France,True,551
3412,Air France,True,379
3413,Air France,True,615
3414,Air France,True,166
3415,Air France,True,659
3416,Air France,True,138
3417,Air France,True,458
3418,Air France,True,541
3419,Air France,True,681
3420,Air India,True,114
3421,Air India,True,614
3422,Air India,True,450
3423,Air India,True,34
3424,Air India,True,179
3425,Air India,True,490
3426,Air India,True,717
3427,Air India,True,422
3428,Air India,True,125
3429,Air India,True,185
3430,Air India,True,579
3431,Air India,True,585
3432,Air India,True,405
3433,Air India,True,175
3434,Air India,True,439
3435,Air India,True,126
3436,Air India,True,638
3437,Air India,True,481
3438,Air India,True,516
3439,Air India,True,718
3440,Air India,True,581
3441,Air India,True,360
3442,Air India,True,204
3443,Air India,True,50
3444,Air India,True,679
3445,Air India,True,418
3446,Air India,True,566
3447,Air India,True,100
3448,Air India,True,399
3449,Air India,True,415
3450,Air India,True,557
3451,Air India,True,115
3452,Air India,True,381
3453,Air India,True,359
3454,Air India,True,174
3455,Air India,True,243
3456,Air India,True,103
3457,Air India,True,448
3458,Air India,True,267
3459,Air India,True,584
3460,Air India,True,645
3461,Air India,True,348
3462,Air India,True,613
3463,Air India,True,421
3464,Air India,True,648
3465,Air India,True,279
3466,Air India,True,377
3467,Air India,True,563
3468,Air India,True,279
3469,Air India,True,486
3470,Air India,True,298
3471,Air India,True,213
3472,Air India,True,47
3473,Air India,True,497
3474,Air India,True,158
3475,Air India,True,349
3476,Air India,True,508
3477,Air India,True,389
3478,Air India,True,648
3479,Air India,True,595
3480,Air India,True,402
3481,Air India,True,198
3482,Air India,True,295
3483,Air India,True,645
3484,Air India,True,110
3485,Air India,True,53
3486,Air India,True,39
3487,Air India,True,607
3488,Air India,True,181
3489,Air India,True,427
3490,Air India,True,669
3491,Air India,True,150
3492,Air India,True,333
3493,Air India,True,322
3494,Air India,True,36
3495,Air India,True,623
3496,Air India,True,439
3497,Air India,True,551
3498,Air India,True,649
3499,Air India,True,135
3500,Air India,True,678
3501,Air India,True,683
3502,Air India,True,111
3503,Air India,True,236
3504,Air India,True,324
3505,Air India,True,651
3506,Air India,True,144
3507,Air India,True,73
3508,Air India,True,564
3509,Air India,True,402
3510,Air India,True,358
3511,Air India,True,651
3512,Air India,True,155
3513,Air India,True,329
3514,Air India,True,142
3515,Air India,True,104
3516,Air India,True,578
3517,Air India,True,327
3518,Air India,True,338
3519,Air India,True,634
3520,Air India,True,463
3521,Air India,True,587
3522,Air India,True,358
3523,Air India,True,597
3524,Air India,True,440
3525,Air India,True,290
3526,Air India,True,275
3527,Air India,True,362
3528,Air India,True,279
3529,Air India,True,323
3530,Air India,True,587
3531,Air India,True,463
3532,Air India,True,461
3533,Air India,True,159
3534,Air India,True,87
3535,Air India,True,522
3536,Air India,True,462
3537,Air India,True,582
3538,Air India,True,208
3539,Air India,True,187
3540,Air India,True,350
3541,Air India,True,598
3542,Air India,True,513
3543,Air India,True,242
3544,Air India,True,385
3545,Air India,True,388
3546,Air India,True,235
3547,Air India,True,615
3548,Air India,True,471
3549,Air India,True,134
3550,Air India,True,563
3551,Air India,True,55
3552,Air India,True,319
3553,Air India,True,551
3554,Air India,True,655
3555,Air India,True,154
3556,Air India,True,97
3557,Air India,True,638
3558,Air India,True,165
3559,Air India,True,308
3560,Air India,True,78
3561,Air India,True,707
3562,Air India,True,715
3563,Air India,True,286
3564,Air India,True,517
3565,Air India,True,476
3566,Air India,True,193
3567,Air India,True,68
3568,Air India,True,420
3569,Air India,True,497
3570,Air India,True,434
3571,Air India,True,326
3572,Air India,True,575
3573,Air India,True,112
3574,Air India,True,283
3575,Air India,True,320
3576,Air India,True,500
3577,Air India,True,275
3578,Air India,True,91
3579,Air India,True,353
3580,Air India,True,249
3581,Air India,True,467
3582,Air India,True,495
3583,Air India,True,138
3584,Air India,True,465
3585,Air India,True,132
3586,Air India,True,81
3587,Air India,True,464
3588,Air India,True,135
3589,Air India,True,441
3590,Air India,True,241
3591,Air India,True,307
3592,Air India,True,135
3593,Air India,True,457
3594,Air India,True,149
3595,Air India,True,69
3596,Air India,True,68
3597,Air India,True,323
3598,Air India,True,45
3599,Air India,True,454
3600,Air India,True,609
3601,Air India Express,True,437
3602,Air India Express,True,111
3603,Air India Express,True,360
3604,Air India Express,True,363
3605,Air India Express,True,202
3606,Air India Express,True,481
3607,Air India Express,True,77
3608,Air India Express,True,336
3609,Air India Express,True,221
3610,Air India Express,True,193
3611,Air India Express,True,396
3612,Air India Express,True,76
3613,Air India Express,True,358
3614,Air India Express,True,268
3615,Air India Express,True,211
3616,Air India Express,True,492
3617,Air India Express,True,50
3618,Air India Express,True,258
3619,Air India Express,True,302
3620,Air India Express,True,277
3621,Air India Express,True,199
3622,Air India Express,True,137
3623,Air India Express,True,662
3624,Air India Express,True,151
3625,Air India Express,True,359
3626,Air India Express,True,453
3627,Air India Express,True,68
3628,Air India Express,True,418
3629,Air India Express,True,287
3630,Air India Express,True,558
3631,Air India Express,True,199
3632,Air India Express,True,69
3633,Air India Express,True,295
3634,Air India Express,True,180
3635,Air India Express,True,600
3636,Air India Express,True,291
3637,Air India Express,True,169
3638,Air India Express,True,456
3639,Air India Express,True,354
3640,Air India Express,True,96
3641,Air India Express,True,224
3642,Air India Express,True,58
3643,Air India Express,True,481
3644,Air India Express,True,78
3645,Air India Express,True,401
3646,Air India Express,True,676
3647,Air India Express,True,33
3648,Air India Express,True,155
3649,Air India Express,True,231
3650,Air India Express,True,298
3651,Air India Express,True,671
3652,Air India Express,True,560
3653,Air India Express,True,697
3654,Air India Express,True,79
3655,Air India Express,True,571
3656,Air India Express,True,476
3657,Air India Express,True,535
3658,Air India Express,True,393
3659,Air India Express,True,486
3660,Air India Express,True,283
3661,Air India Express,True,298
3662,Air India Express,True,190
3663,Air India Express,True,454
3664,Air India Express,True,121
3665,Air India Express,True,53
3666,Air India Express,True,144
3667,Air India Express,True,515
3668,Air India Express,True,616
3669,Air India Express,True,170
3670,Air India Express,True,254
3671,Air India Express,True,477
3672,Air India Express,True,426
3673,Air India Express,True,352
3674,Air India Express,True,175
3675,Air India Express,True,552
3676,Air India Express,True,56
3677,Air India Express,True,629
3678,Air India Express,True,427
3679,Air India Express,True,209
3680,Air India Express,True,326
3681,Air India Express,True,192
3682,Air India Express,True,316
3683,Air India Express,True,588
3684,Air India Express,True,502
3685,Air India Express,True,131
3686,Air India Express,True,195
3687,Air India Express,True,437
3688,Air India Express,True,183
3689,Air India Express,True,676
3690,Air India Express,True,627
3691,Air India Express,True,493
3692,Air India Express,True,512
3693,Air India Express,True,625
3694,Air India Express,True,39
3695,Air India Express,True,343
3696,Air India Express,True,391
3697,Air India Express,True,683
3698,Air India Express,True,632
3699,Air India Express,True,193
3700,Air India Express,True,77
3701,Air India Express,True,145
3702,Air India Express,True,91
